brand_name,years_in_market,audience_reach,market_share,type_of_brand,reviews,sentiment_score,seo_score
RadiantGlobal,12,4840973.0,18.21,Manufacturing,1.0,71.0,0
NovaEnergy,14,4754252.0,14.34,Telecom,2.0,66.0,49
BeaconEdge,1,3172635.0,4.54,Healthcare,4.0,-21.0,100
AtlasPoint,24,3303817.0,12.3,Media,5.0,-88.0,80
PrimeHub,39,3430735.0,18.56,Ecommerce,1.0,-15.0,66
VelocityLabs,9,4418554.0,15.08,Energy,1.0,-58.0,12
AtlasLabs,28,3194998.0,11.45,Logistics,4.0,47.0,66
VertexWorks,22,2682857.0,18.27,Ecommerce,1.0,5.0,61
FusionLabs,38,2890639.0,3.92,IT,4.0,98.0,36
NimbusTravel,25,385542.0,19.58,Food,5.0,35.0,60
AuroraLogics,10,4943284.0,3.68,Ecommerce,1.0,-84.0,39
OrbitLogics,16,3539451.0,10.81,Healthcare,2.0,-13.0,25
RadiantHealth,32,488477.0,10.63,Tourism,3.0,40.0,53
PulseZone,17,557182.0,9.42,Ecommerce,2.0,7.0,65
ApexDigital,23,2679371.0,19.41,Manufacturing,3.0,-8.0,19
PrimeLink,7,3647407.0,9.87,Logistics,1.0,38.0,69
EverestNet,27,1878968.0,18.65,Healthcare,2.0,-67.0,85
QuantumTech,32,2668913.0,8.09,Education,4.0,-28.0,91
NimbusEnergy,15,3144565.0,16.13,Telecom,4.0,-100.0,12
VertexEdge,19,1927268.0,5.25,Ecommerce,4.0,-99.0,15
RadiantTravel,17,4167792.0,0.59,Tourism,4.0,43.0,88
FusionFoods,20,2884494.0,15.78,Manufacturing,3.0,-50.0,68
OrbitHealth,35,2981255.0,10.02,Manufacturing,5.0,-89.0,23
PrimeRetail,39,4544486.0,3.33,Education,1.0,-95.0,29
NimbusHub,6,538636.0,8.94,Education,2.0,6.0,100
RadiantTravel,21,3410364.0,10.07,Hospitality,2.0,35.0,13
QuantumEnergy,33,2836121.0,9.74,Tourism,1.0,37.0,82
SummitWorks,1,3711562.0,11.86,Education,3.0,-37.0,64
HorizonHub,14,3244469.0,13.03,Manufacturing,3.0,61.0,7
NexusFoods,18,4876800.0,11.57,Ecommerce,5.0,-74.0,85
AuroraZone,40,4790832.0,16.57,Food,5.0,37.0,25
AuroraNet,9,386095.0,2.87,Ecommerce,3.0,2.0,64
EverestFoods,40,3768857.0,17.24,Hospitality,3.0,-45.0,50
NovaLogics,8,3861801.0,12.55,Retail,3.0,-56.0,77
PrimeGlobal,15,866226.0,10.95,IT,5.0,76.0,82
NovaTech,21,4263120.0,2.63,Hospitality,3.0,54.0,77
QuantumLabs,9,337869.0,0.54,Healthcare,4.0,75.0,43
VertexZone,15,4041984.0,9.91,Energy,3.0,10.0,73
SummitWorks,17,547569.0,1.59,Energy,1.0,50.0,94
ApexPoint,25,3735455.0,10.07,Retail,3.0,-6.0,96
NexusGlobal,26,944768.0,17.12,Energy,5.0,30.0,56
QuantumLabs,9,1078553.0,15.87,Logistics,2.0,-46.0,45
HorizonEnergy,9,4046634.0,12.97,Tourism,5.0,44.0,7
SummitNet,14,3120194.0,19.7,Logistics,2.0,1.0,31
OrbitPoint,1,4439909.0,17.18,Healthcare,5.0,-96.0,29
NexusDigital,34,586702.0,9.83,Ecommerce,4.0,24.0,19
PioneerHealth,9,387170.0,8.71,Media,3.0,-15.0,42
ZenGlobal,20,1028915.0,12.4,Fintech,3.0,95.0,10
PulseGlobal,11,1692763.0,2.87,Manufacturing,3.0,43.0,29
NexusNet,1,1023901.0,11.47,Education,3.0,-59.0,2
VertexEnergy,9,3409551.0,15.67,Retail,3.0,-58.0,61
FusionSystems,12,3698002.0,17.47,Hospitality,2.0,76.0,78
EverestLabs,21,3675499.0,15.23,Manufacturing,3.0,84.0,48
HorizonRetail,15,677153.0,9.12,Tourism,4.0,95.0,39
FusionEnergy,10,4632836.0,6.93,Energy,2.0,99.0,9
NovaLabs,4,1488129.0,0.84,Tourism,2.0,13.0,78
QuantumTech,18,1869062.0,17.48,IT,4.0,26.0,52
AtlasLabs,32,4672545.0,10.77,Retail,4.0,-92.0,57
NimbusFoods,15,2255831.0,14.49,Manufacturing,5.0,-18.0,26
PioneerSystems,23,1984684.0,8.17,IT,1.0,30.0,56
AuroraZone,1,3745076.0,13.07,Retail,4.0,-100.0,58
ZenLogics,1,4498134.0,16.22,Telecom,5.0,-61.0,42
HorizonEdge,31,14636.0,12.75,Energy,3.0,50.0,42
VelocityEdge,3,1013084.0,9.08,Food,1.0,-47.0,78
PioneerCore,4,4041212.0,15.47,Tourism,4.0,-56.0,49
BeaconHub,9,4775266.0,5.96,Logistics,2.0,83.0,30
OrbitEnergy,29,4879805.0,5.28,Retail,5.0,77.0,98
NexusRetail,38,1045610.0,7.61,IT,2.0,63.0,37
BeaconFoods,19,4134954.0,10.72,Hospitality,3.0,-53.0,35
NexusLink,18,2733421.0,16.97,Telecom,5.0,33.0,64
VelocityHealth,1,2633352.0,5.06,Healthcare,5.0,-25.0,83
EverestHealth,15,1649967.0,3.36,Logistics,4.0,-1.0,92
FusionWorks,15,1734094.0,12.92,Media,1.0,-8.0,61
NexusMedia,5,3787600.0,11.36,Tourism,5.0,-92.0,22
EverestFoods,40,148233.0,9.68,Healthcare,1.0,81.0,21
BeaconEdge,37,55263.0,10.14,Hospitality,3.0,-32.0,6
RadiantHub,22,806285.0,5.59,Hospitality,3.0,-94.0,60
HorizonMedia,13,2043220.0,13.73,IT,2.0,-89.0,66
NimbusFoods,12,928422.0,7.36,Manufacturing,5.0,-43.0,45
NimbusNet,4,4736729.0,8.29,Ecommerce,4.0,-2.0,85
AuroraNet,23,1788256.0,17.04,Manufacturing,5.0,-71.0,58
HorizonLink,15,1686818.0,0.76,Media,1.0,-15.0,83
FusionPoint,13,4478354.0,14.92,Logistics,1.0,-30.0,94
AuroraDigital,28,3636376.0,7.4,Hospitality,2.0,2.0,37
PioneerGlobal,2,3664677.0,9.11,Fintech,5.0,96.0,95
NovaCore,4,2490053.0,17.55,Hospitality,5.0,-33.0,35
PrimeZone,28,3922877.0,0.88,Logistics,3.0,-48.0,33
NimbusLink,30,710870.0,12.01,Energy,2.0,6.0,21
SummitTech,34,1746359.0,12.87,Food,4.0,96.0,31
AuroraDigital,28,2143732.0,1.91,IT,1.0,65.0,54
ZenNet,11,2616506.0,4.8,Logistics,5.0,38.0,24
FusionLogics,17,758753.0,4.35,Tourism,5.0,1.0,51
PrimeMedia,32,1186672.0,10.1,Media,3.0,90.0,84
HorizonPoint,31,1607797.0,19.32,IT,1.0,-92.0,27
OrbitHealth,12,4777791.0,14.97,Logistics,3.0,19.0,75
PrimeWorks,17,969208.0,9.14,Tourism,4.0,79.0,52
FusionTravel,32,3596985.0,2.01,Education,3.0,-81.0,77
NexusFoods,1,1353452.0,18.35,Healthcare,2.0,-96.0,60
NovaWorks,28,4852624.0,5.39,Manufacturing,3.0,-51.0,53
NexusHub,2,4666101.0,17.17,Retail,1.0,-34.0,69
QuantumFoods,38,3758103.0,10.6,Healthcare,5.0,51.0,79
NovaEdge,28,1804436.0,17.94,Media,3.0,-33.0,32
PrimeLink,27,3718872.0,3.22,Fintech,4.0,39.0,83
VelocityDigital,7,460792.0,2.11,Consulting,3.0,13.0,39
BeaconFoods,1,601383.0,14.94,Tourism,4.0,-15.0,36
VertexLogics,3,457607.0,14.44,Retail,2.0,-88.0,72
PrimeLogics,13,2371487.0,16.44,Manufacturing,5.0,56.0,11
NexusHub,31,2236568.0,4.05,Ecommerce,4.0,-75.0,45
RadiantGlobal,36,4494225.0,5.36,Hospitality,2.0,-6.0,8
ZenFoods,4,3936802.0,9.6,Media,5.0,91.0,94
HorizonGlobal,27,2935244.0,14.1,Education,5.0,-60.0,33
NexusCore,12,1498216.0,16.78,Telecom,1.0,-89.0,71
ApexHub,18,4391984.0,19.28,Tourism,1.0,85.0,94
ApexCore,21,1798152.0,8.54,Retail,1.0,65.0,91
SummitCore,23,3371108.0,12.89,Manufacturing,2.0,13.0,27
FusionNet,6,736867.0,0.92,Food,4.0,32.0,55
BeaconLogics,40,2943911.0,15.94,Consulting,1.0,79.0,87
NovaTravel,24,2345769.0,18.25,Manufacturing,4.0,16.0,52
RadiantEdge,32,1037518.0,3.73,Manufacturing,2.0,-83.0,88
HorizonCore,7,3529525.0,12.36,Food,2.0,-47.0,46
PioneerNet,4,988220.0,11.42,Manufacturing,5.0,-21.0,9
HorizonLogics,3,4161601.0,12.69,Energy,4.0,-62.0,38
NovaSystems,12,2664963.0,8.46,Tourism,5.0,27.0,31
VertexMedia,33,1133540.0,3.77,IT,4.0,28.0,4
SummitPoint,36,1640648.0,10.69,Telecom,3.0,9.0,61
BeaconLogics,18,896077.0,2.47,Retail,4.0,-3.0,54
AuroraTravel,39,284142.0,5.7,Hospitality,3.0,-96.0,20
FusionTech,28,2773004.0,15.28,Tourism,2.0,-95.0,41
EverestRetail,16,2769479.0,9.86,Consulting,1.0,-29.0,26
RadiantGlobal,30,1673226.0,3.26,Logistics,4.0,42.0,26
NovaZone,34,979176.0,7.05,Tourism,3.0,35.0,76
PulseRetail,39,3586944.0,10.27,Education,4.0,47.0,9
SummitNet,18,3768761.0,14.16,Food,4.0,-25.0,48
ZenMedia,24,2116678.0,4.24,Manufacturing,2.0,-33.0,47
AuroraCore,36,3239971.0,1.1,Hospitality,4.0,-86.0,77
VertexCore,34,4963629.0,5.77,Food,4.0,-29.0,24
NexusSystems,21,754877.0,13.5,Retail,5.0,-21.0,94
BeaconFoods,1,2964448.0,7.64,Manufacturing,2.0,-10.0,75
FusionDigital,36,2539939.0,4.68,Energy,1.0,-3.0,9
PioneerRetail,3,2092832.0,5.11,Retail,1.0,-7.0,11
EverestHealth,22,438411.0,12.6,Energy,5.0,27.0,41
NexusPoint,27,4708984.0,14.24,Food,2.0,70.0,19
QuantumEnergy,22,897379.0,4.39,Ecommerce,3.0,-34.0,12
NovaZone,8,3281304.0,10.89,Fintech,3.0,-34.0,46
AtlasLink,8,940385.0,15.23,Consulting,3.0,75.0,14
NovaEnergy,11,2928431.0,5.25,IT,4.0,-4.0,51
SummitMedia,40,1548014.0,17.27,Education,2.0,19.0,31
ZenCore,33,3285983.0,1.39,Media,4.0,3.0,21
AuroraHub,12,4347101.0,15.81,Food,5.0,-10.0,93
AtlasLabs,36,4640166.0,6.57,Food,4.0,71.0,3
AtlasDigital,5,1177511.0,7.27,Tourism,5.0,24.0,52
SummitLink,13,1182450.0,13.56,Ecommerce,1.0,95.0,30
PioneerNet,8,1670615.0,5.65,Consulting,3.0,99.0,35
FusionTravel,23,2622608.0,14.64,Consulting,4.0,53.0,79
ApexMedia,6,2208324.0,18.86,Media,4.0,-11.0,97
NovaTech,24,1128493.0,6.32,Fintech,4.0,13.0,54
NexusSystems,9,156879.0,0.87,Ecommerce,4.0,-24.0,61
AuroraLink,37,2640483.0,17.54,Retail,4.0,-41.0,43
PulseNet,18,2947020.0,12.61,Logistics,3.0,-8.0,76
VertexWorks,29,607927.0,19.28,Consulting,4.0,38.0,98
NimbusEnergy,5,1570593.0,13.23,Retail,5.0,-52.0,56
NexusGlobal,31,3994136.0,1.5,Tourism,3.0,-29.0,89
NexusGlobal,36,1755269.0,11.34,Education,4.0,14.0,64
NexusRetail,6,721880.0,16.19,IT,4.0,-78.0,72
VelocityMedia,19,3012023.0,10.92,Ecommerce,5.0,-31.0,1
ApexMedia,6,4854716.0,13.53,Energy,3.0,-58.0,4
OrbitSystems,8,4836928.0,8.88,Retail,4.0,36.0,11
OrbitRetail,30,2906741.0,11.58,Tourism,4.0,4.0,92
AtlasLabs,19,3139011.0,0.73,Hospitality,1.0,-73.0,83
VelocityLogics,35,2000968.0,17.39,Telecom,5.0,-93.0,94
EverestEnergy,17,684330.0,19.47,Consulting,4.0,-55.0,72
RadiantCore,40,1768903.0,3.42,Manufacturing,4.0,31.0,42
PioneerTech,6,440924.0,10.93,Education,2.0,54.0,90
PioneerLogics,24,2084042.0,8.74,Energy,5.0,-76.0,22
PioneerSystems,30,3742925.0,10.82,Tourism,5.0,14.0,28
EverestSystems,23,3121474.0,18.1,Consulting,3.0,-10.0,44
PioneerRetail,26,2646723.0,4.23,Ecommerce,1.0,-8.0,29
NimbusRetail,19,4965515.0,3.18,Healthcare,4.0,50.0,8
VertexTravel,7,464822.0,14.92,Energy,1.0,-32.0,1
AtlasCore,6,2993969.0,18.75,Retail,2.0,24.0,6
OrbitLogics,31,2641234.0,8.65,Retail,4.0,26.0,98
SummitHealth,17,2572201.0,1.14,Manufacturing,1.0,-89.0,96
AuroraLogics,36,3809589.0,4.55,IT,3.0,41.0,15
NexusFoods,29,3774678.0,0.86,Tourism,4.0,80.0,22
NimbusHealth,35,2581867.0,18.82,Energy,3.0,-32.0,72
VelocityMedia,13,2507228.0,5.24,Consulting,3.0,-46.0,61
RadiantLink,26,1499746.0,0.57,Retail,5.0,-72.0,38
NimbusLogics,31,3855421.0,1.12,Logistics,3.0,-61.0,6
NexusEnergy,11,1778460.0,7.21,Retail,1.0,-29.0,22
SummitLink,24,4950200.0,8.72,Telecom,3.0,-64.0,69
RadiantTravel,3,2303844.0,5.74,Food,2.0,48.0,95
EverestEnergy,15,2605581.0,13.1,Tourism,2.0,9.0,39
FusionMedia,34,191317.0,13.83,Consulting,4.0,-72.0,91
EverestEdge,12,2522104.0,16.51,Education,4.0,-2.0,69
PioneerRetail,31,1613737.0,2.63,Ecommerce,1.0,39.0,65
PulseRetail,8,2113679.0,19.96,Hospitality,1.0,56.0,80
AtlasHealth,34,1973723.0,16.21,Energy,1.0,-92.0,51
OrbitWorks,31,2382438.0,16.68,Healthcare,1.0,-15.0,93
VertexEdge,21,3195381.0,4.03,Ecommerce,1.0,-64.0,77
PulseDigital,31,1808028.0,9.96,Manufacturing,2.0,-87.0,74
RadiantRetail,31,3368993.0,17.17,Fintech,4.0,62.0,35
NexusCore,40,4450125.0,6.9,Tourism,4.0,4.0,29
PrimeFoods,32,3666259.0,17.62,Tourism,3.0,-14.0,57
OrbitMedia,16,3209697.0,8.54,Consulting,2.0,-38.0,36
QuantumTravel,1,4095998.0,14.76,Ecommerce,1.0,-13.0,50
PrimePoint,19,2515368.0,3.47,Healthcare,5.0,36.0,45
AtlasDigital,10,4092649.0,14.26,Ecommerce,4.0,-37.0,38
ApexCore,3,817581.0,13.06,Retail,3.0,20.0,86
QuantumCore,9,4595815.0,10.14,Media,4.0,-39.0,82
NimbusZone,39,3185464.0,12.11,IT,4.0,-87.0,65
OrbitRetail,38,4687236.0,7.55,Consulting,4.0,94.0,100
QuantumHealth,27,3329024.0,7.74,Logistics,2.0,-21.0,87
VelocityTech,21,643219.0,0.22,Consulting,1.0,-91.0,37
BeaconCore,32,3035223.0,0.3,Fintech,1.0,89.0,71
HorizonSystems,34,2709055.0,17.11,Education,2.0,22.0,94
AuroraSystems,1,3033397.0,14.06,Ecommerce,5.0,-90.0,51
NexusEnergy,12,4972001.0,16.28,Manufacturing,2.0,84.0,36
PrimeEdge,12,3934086.0,10.83,Energy,1.0,77.0,44
NovaSystems,30,257566.0,5.94,IT,4.0,-5.0,80
VelocityCore,33,4729816.0,17.54,Healthcare,4.0,89.0,36
PrimeZone,21,3010097.0,19.75,Energy,4.0,27.0,58
AtlasPoint,17,1179672.0,19.64,Retail,5.0,71.0,89
PioneerWorks,22,3316990.0,7.48,Consulting,1.0,56.0,8
VertexSystems,31,2684760.0,12.29,Manufacturing,3.0,49.0,11
QuantumLink,37,3974762.0,11.48,Fintech,3.0,5.0,1
SummitHealth,17,23799.0,9.4,Consulting,2.0,-58.0,25
ZenPoint,35,3006569.0,11.35,Manufacturing,3.0,61.0,55
EverestZone,27,717694.0,13.38,Telecom,3.0,73.0,25
ZenLogics,28,4489438.0,1.11,Healthcare,1.0,-72.0,92
FusionCore,16,105833.0,1.04,Fintech,2.0,-27.0,0
FusionMedia,18,3088625.0,13.48,Telecom,3.0,-14.0,27
AtlasTech,37,4944659.0,2.45,Logistics,4.0,51.0,60
ApexWorks,6,4546117.0,0.44,Manufacturing,1.0,-40.0,47
VelocityLabs,33,3690921.0,9.15,Logistics,4.0,-76.0,0
EverestPoint,15,1766305.0,5.17,Telecom,3.0,-81.0,75
NimbusNet,28,814349.0,11.24,IT,2.0,95.0,24
VertexLogics,10,4786223.0,15.46,Energy,5.0,49.0,27
AtlasLabs,19,3213315.0,5.71,Ecommerce,3.0,4.0,11
VelocityTech,7,2706169.0,18.29,Education,5.0,78.0,83
NovaFoods,22,4133411.0,5.35,Hospitality,3.0,0.0,48
VelocityDigital,1,2240899.0,14.16,Retail,5.0,13.0,52
BeaconDigital,38,136466.0,10.26,Education,1.0,-41.0,0
EverestTravel,12,4571511.0,14.6,Healthcare,1.0,-24.0,81
VelocityLabs,40,1691236.0,3.67,Manufacturing,2.0,88.0,69
PulseCore,30,2358145.0,7.96,Fintech,1.0,-53.0,44
VelocityZone,16,884105.0,0.65,Manufacturing,2.0,-97.0,20
BeaconEnergy,7,4199301.0,11.81,IT,4.0,74.0,38
PrimeWorks,17,3242298.0,16.16,Consulting,4.0,49.0,51
RadiantEdge,5,141069.0,1.8,Energy,4.0,90.0,43
NimbusTech,19,2088227.0,13.41,Education,1.0,23.0,33
OrbitEdge,21,2958417.0,16.25,Manufacturing,3.0,-84.0,55
NimbusWorks,28,945896.0,0.56,IT,4.0,-77.0,19
PioneerEnergy,8,3709034.0,2.65,Energy,5.0,-38.0,76
NexusLabs,34,1200938.0,12.44,Consulting,3.0,61.0,58
PioneerGlobal,15,2965270.0,9.57,Ecommerce,4.0,-42.0,67
VelocityWorks,34,997913.0,7.86,Telecom,2.0,-74.0,80
ZenHealth,6,3711695.0,14.97,Retail,4.0,64.0,46
VertexFoods,7,999791.0,14.46,Retail,1.0,67.0,100
EverestPoint,32,3041358.0,4.38,Retail,5.0,2.0,91
VelocityDigital,2,4999683.0,18.15,Telecom,5.0,64.0,33
EverestDigital,26,4545048.0,9.58,Education,1.0,19.0,6
BeaconLink,25,4842254.0,15.88,Healthcare,2.0,68.0,10
RadiantCore,12,4031375.0,12.89,Energy,2.0,-34.0,71
EverestPoint,12,2404514.0,10.11,Ecommerce,2.0,100.0,97
QuantumPoint,34,1268348.0,1.66,Healthcare,4.0,41.0,69
ZenGlobal,23,3458767.0,9.95,Telecom,4.0,8.0,64
NovaHealth,3,1099120.0,14.14,Consulting,2.0,31.0,95
VertexCore,35,3670461.0,5.35,IT,2.0,83.0,95
FusionSystems,3,663068.0,7.24,Energy,3.0,21.0,51
FusionTravel,13,165128.0,10.53,Ecommerce,5.0,15.0,98
VelocityTravel,12,4279004.0,15.36,Fintech,2.0,-48.0,34
ApexEnergy,39,1314432.0,5.37,Retail,3.0,51.0,59
RadiantNet,16,3886108.0,13.55,Ecommerce,1.0,-51.0,89
BeaconHealth,25,1755078.0,5.65,Tourism,1.0,-96.0,96
NovaMedia,28,225873.0,9.5,IT,2.0,21.0,38
OrbitEdge,33,3018433.0,15.26,Energy,2.0,19.0,47
AuroraTech,5,788036.0,1.76,Logistics,5.0,-43.0,13
NovaEnergy,25,3051823.0,3.03,Logistics,2.0,40.0,36
ApexTravel,28,4170791.0,2.36,Energy,3.0,-74.0,57
FusionZone,2,3111553.0,0.54,Tourism,3.0,93.0,6
PioneerPoint,15,2810231.0,16.23,Hospitality,4.0,75.0,74
ApexGlobal,35,90028.0,10.4,Food,3.0,-13.0,49
QuantumZone,29,4961741.0,14.05,Consulting,4.0,70.0,36
RadiantHealth,26,334434.0,19.4,Consulting,1.0,19.0,91
OrbitLogics,8,3444350.0,0.44,Telecom,3.0,40.0,45
FusionMedia,36,2666968.0,8.46,Telecom,2.0,-55.0,60
AuroraGlobal,27,2007212.0,13.86,Healthcare,2.0,57.0,25
ZenEnergy,5,156953.0,9.78,IT,2.0,45.0,17
FusionWorks,14,2271275.0,10.76,Telecom,5.0,-100.0,40
SummitDigital,19,115017.0,10.33,Tourism,1.0,-69.0,86
NexusSystems,5,3763412.0,17.98,Logistics,4.0,49.0,6
AtlasZone,5,2020082.0,12.18,Logistics,3.0,54.0,78
BeaconPoint,3,2877833.0,15.14,Tourism,1.0,-14.0,11
VertexMedia,30,686268.0,6.75,Food,4.0,3.0,41
SummitEdge,1,3489044.0,11.84,Hospitality,4.0,35.0,93
PulseEnergy,35,4212301.0,8.99,Retail,5.0,-23.0,69
BeaconPoint,21,2318279.0,13.21,Telecom,5.0,52.0,62
AtlasTech,7,373685.0,17.56,Media,3.0,-28.0,89
QuantumPoint,40,1358114.0,0.56,Tourism,5.0,-58.0,76
AuroraNet,17,4602001.0,10.7,Education,2.0,-82.0,1
RadiantSystems,33,1501389.0,17.13,Tourism,2.0,2.0,32
EverestFoods,20,394600.0,10.18,Retail,4.0,-31.0,98
SummitTravel,30,742025.0,13.24,Food,4.0,22.0,28
SummitZone,21,4630793.0,17.93,Fintech,2.0,-100.0,0
PrimeZone,7,1279529.0,5.88,Healthcare,3.0,48.0,59
VelocityEdge,22,731736.0,13.65,Consulting,3.0,58.0,98
VelocityDigital,23,435511.0,10.3,Manufacturing,1.0,-37.0,92
NexusPoint,27,4367890.0,9.42,Media,4.0,49.0,38
SummitRetail,31,215474.0,11.01,Manufacturing,4.0,38.0,70
SummitPoint,4,3421288.0,10.62,Media,2.0,-23.0,8
EverestRetail,20,3422827.0,12.77,IT,2.0,-92.0,80
VelocityRetail,17,777623.0,4.19,Education,1.0,-93.0,20
OrbitRetail,7,613278.0,8.0,Healthcare,4.0,-1.0,9
FusionMedia,16,4735356.0,14.81,Tourism,1.0,16.0,25
VertexSystems,6,4271902.0,7.41,Ecommerce,4.0,-77.0,2
NimbusGlobal,9,487718.0,10.94,Education,4.0,80.0,42
QuantumLogics,15,2728449.0,3.94,Food,2.0,-45.0,97
NimbusDigital,5,4936242.0,3.99,Energy,5.0,16.0,32
AtlasWorks,7,973524.0,12.03,Telecom,2.0,51.0,19
FusionFoods,1,3913132.0,6.12,Tourism,4.0,93.0,86
EverestLabs,12,1254535.0,16.25,Energy,1.0,-27.0,0
RadiantTravel,20,2484051.0,15.66,Telecom,5.0,-5.0,84
RadiantNet,1,4661547.0,17.82,Food,3.0,98.0,90
AuroraCore,15,2430276.0,7.49,Telecom,2.0,-89.0,49
ApexZone,32,1075403.0,19.0,Tourism,4.0,-59.0,48
RadiantFoods,35,324507.0,17.95,Hospitality,3.0,-97.0,30
SummitCore,39,69581.0,9.61,IT,1.0,-45.0,18
OrbitFoods,15,1600627.0,3.63,Telecom,4.0,-7.0,33
QuantumLogics,15,4980806.0,16.49,Healthcare,5.0,8.0,61
VertexFoods,29,4261128.0,10.97,Telecom,4.0,-13.0,67
OrbitTech,30,2867434.0,12.51,Ecommerce,5.0,73.0,81
QuantumFoods,4,1757151.0,13.16,Tourism,2.0,-16.0,30
AtlasEdge,18,3392948.0,9.17,Hospitality,2.0,-90.0,0
OrbitEnergy,33,2650521.0,10.75,Retail,1.0,89.0,10
HorizonLink,10,4377082.0,7.07,Media,1.0,-64.0,88
VertexPoint,32,1205997.0,17.01,Education,2.0,56.0,17
ZenSystems,19,3215293.0,0.76,Consulting,5.0,-91.0,31
AtlasDigital,23,2464764.0,15.88,Ecommerce,1.0,7.0,21
VertexEnergy,9,2070280.0,5.56,Food,3.0,-73.0,23
ApexWorks,20,4842603.0,16.79,Ecommerce,3.0,-42.0,34
PulseLink,7,4787835.0,6.11,Consulting,3.0,-100.0,10
NexusLogics,20,2881115.0,9.55,Telecom,2.0,-84.0,66
PrimeCore,21,1469527.0,9.96,Retail,5.0,-62.0,76
AuroraRetail,39,4777121.0,13.61,Ecommerce,4.0,-3.0,99
QuantumHealth,16,1310240.0,17.34,Ecommerce,4.0,-16.0,8
HorizonFoods,28,3869468.0,18.35,Fintech,5.0,35.0,13
RadiantLink,1,3922462.0,12.73,Education,5.0,-36.0,93
ApexHub,3,503060.0,4.85,Food,5.0,20.0,36
ApexPoint,7,453643.0,11.62,Ecommerce,4.0,-45.0,59
NimbusTech,12,152716.0,19.59,Healthcare,1.0,-43.0,72
ZenTravel,40,4904576.0,7.18,Telecom,3.0,72.0,14
ZenRetail,7,769369.0,13.97,IT,1.0,13.0,73
AtlasEdge,16,4013047.0,4.17,Energy,5.0,78.0,8
EverestHub,26,2290553.0,2.58,Telecom,4.0,85.0,45
PioneerLink,8,3533937.0,15.82,Telecom,2.0,47.0,69
NimbusTravel,30,3218755.0,0.5,Retail,3.0,-3.0,84
OrbitWorks,3,1695852.0,19.55,Ecommerce,2.0,-88.0,28
NovaPoint,16,105066.0,15.98,Manufacturing,2.0,-48.0,66
OrbitNet,32,266241.0,5.73,Consulting,3.0,0.0,29
ZenZone,3,4305954.0,18.17,Healthcare,5.0,9.0,19
PioneerEdge,11,1430687.0,9.66,Telecom,5.0,-31.0,59
SummitTech,5,4205422.0,16.0,Telecom,4.0,81.0,76
AuroraEnergy,19,3426862.0,6.79,Retail,1.0,76.0,76
PrimeEdge,11,2692147.0,10.22,Consulting,4.0,-95.0,28
FusionLogics,4,678385.0,2.8,Tourism,2.0,83.0,70
ApexCore,3,4023118.0,14.89,Consulting,2.0,-34.0,29
VelocityWorks,6,1071835.0,19.45,Healthcare,3.0,-23.0,24
QuantumFoods,5,3863759.0,7.8,Retail,5.0,19.0,96
ApexTravel,36,3679739.0,14.43,Logistics,5.0,44.0,16
AtlasHub,18,3352344.0,10.98,Ecommerce,3.0,56.0,71
OrbitNet,26,4591062.0,1.36,Tourism,5.0,72.0,98
HorizonEnergy,24,952059.0,12.79,Fintech,2.0,-62.0,94
AuroraTravel,2,3366192.0,18.11,Healthcare,2.0,77.0,40
OrbitCore,19,120557.0,18.0,Energy,3.0,-17.0,97
ZenLink,37,2879707.0,9.32,Education,1.0,-90.0,64
PrimePoint,12,4552748.0,6.91,Telecom,3.0,89.0,50
EverestEnergy,3,1308625.0,12.11,Hospitality,2.0,-78.0,94
OrbitHub,15,134948.0,0.5,Telecom,2.0,-46.0,54
ZenLogics,15,1809413.0,3.4,Consulting,5.0,43.0,62
PioneerPoint,37,615962.0,0.84,Retail,2.0,90.0,52
QuantumMedia,24,4541830.0,8.68,Retail,5.0,14.0,0
FusionFoods,5,2251492.0,19.96,Energy,4.0,-95.0,15
VertexNet,29,2174892.0,3.7,Retail,1.0,91.0,21
AtlasLabs,22,4611291.0,6.81,Media,2.0,-96.0,100
ZenDigital,37,4395698.0,10.79,Hospitality,2.0,98.0,71
PioneerLink,2,4416600.0,17.74,Food,3.0,-9.0,28
PulseHub,25,1624953.0,3.62,IT,4.0,12.0,51
AuroraEnergy,26,2141689.0,9.62,Manufacturing,5.0,83.0,33
FusionSystems,18,3316689.0,16.31,Telecom,1.0,39.0,77
SummitLink,35,2473578.0,16.58,Manufacturing,4.0,-83.0,64
ZenMedia,20,1726956.0,6.46,Logistics,5.0,-31.0,75
SummitMedia,9,2939499.0,7.46,Education,4.0,58.0,15
NexusDigital,13,4353395.0,16.27,Healthcare,2.0,1.0,65
NexusEnergy,17,4753747.0,16.74,Media,5.0,-61.0,64
RadiantEdge,37,2659401.0,14.0,Food,4.0,37.0,97
SummitGlobal,29,3163565.0,14.08,Media,2.0,-82.0,31
VertexGlobal,6,609195.0,6.64,Healthcare,4.0,49.0,33
VelocityWorks,16,117269.0,6.26,Ecommerce,3.0,-87.0,92
HorizonHub,12,3419462.0,10.08,Energy,3.0,-86.0,79
AuroraHealth,14,900315.0,4.42,Consulting,1.0,-36.0,55
PulseEdge,8,1646634.0,7.51,Consulting,3.0,-24.0,72
AtlasRetail,30,1935014.0,4.5,Hospitality,1.0,71.0,72
AtlasHealth,27,144616.0,13.45,Consulting,4.0,93.0,59
SummitEdge,11,749717.0,11.22,Fintech,1.0,48.0,7
